YEAR;MONTH;DAY;DAY_OF_WEEK;AIRLINE;FLIGHT_NUMBER;SCHEDULED_DEPARTURE;DEPARTURE_TIME;DEPARTURE_DELAY;TAXI_OUT;WHEELS_OFF;SCHEDULED_TIME;ELAPSED_TIME;AIR_TIME;DIST5E;WHEELS_ON;TAXI_IN;SCHEDULED_ARRIVAL;ARRIVAL_TIME;ARRIVAL_DELAY
2015;1;1;4;9;4644;1021;1021;0;11;1032;111;107;92;588;1304;4;1312;1308;-4
2015;1;1;4;6;223;1022;1021;-1;24;1045;158;146;113;862;1138;9;1200;1147;-13
2015;1;1;4;10;4112;1022;1023;1;27;1050;88;97;63;429;1153;7;1150;1200;10
2015;1;1;4;10;4490;1022;1022;0;13;1035;126;118;103;837;1318;2;1328;1320;-8
2015;1;1;4;10;4542;1022;1017;-5;14;1031;106;95;77;595;1148;4;1208;1152;-16
2015;1;1;4;10;4634;1022;1021;-1;28;1049;156;159;126;1042;1355;5;1358;1400;2
2015;1;1;4;5;469;1022;1041;19;15;1056;180;167;146;1055;1122;6;1122;1128;6
2015;1;1;4;9;4973;1022;;;;;81;;;265;;;1043;;
2015;1;1;4;10;4192;1023;1021;-2;20;1041;112;108;81;657;1202;7;1215;1209;-6
2015;1;1;4;10;4307;1023;1020;-3;21;1041;75;76;52;376;1133;3;1138;1136;-2
2015;1;1;4;6;478;1024;1028;4;9;1037;248;221;206;1744;1603;6;1632;1609;-23
2015;1;1;4;9;5393;1025;1100;35;20;1120;50;48;18;67;1138;10;1115;1148;33
2015;1;1;4;9;4585;1025;1014;-11;16;1030;56;48;23;74;1053;9;1121;1102;-19
2015;1;1;4;3;1726;1025;1022;-3;19;1041;116;111;85;529;1206;7;1221;1213;-8
2015;1;1;4;3;1973;1025;1018;-7;11;1029;102;94;77;507;1146;6;1207;1152;-15
2015;1;1;4;13;1624;1025;1029;4;8;1037;190;184;170;1182;1127;6;1135;1133;-2
2015;1;1;4;13;855;1025;1025;0;9;1034;130;127;114;759;1128;4;1135;1132;-3
2015;1;1;4;13;1517;1025;1025;0;10;1035;200;193;179;1500;1534;4;1545;1538;-7
2015;1;1;4;13;369;1025;1021;-4;12;1033;90;81;65;397;1138;4;1155;1142;-13
2015;1;1;4;13;2445;1025;1021;-4;15;1036;160;153;134;725;1150;4;1205;1154;-11
2015;1;1;4;13;4724;1025;1034;9;15;1049;225;223;203;1788;1612;5;1610;1617;7
2015;1;1;4;13;454;1025;1024;-1;11;1035;60;58;42;248;1117;5;1125;1122;-3
2015;1;1;4;13;150;1025;1020;-5;8;1028;135;126;110;882;1318;8;1340;1326;-14
2015;1;1;4;3;538;1025;1018;-7;17;1035;308;331;310;1979;1345;4;1333;1349;16
2015;1;1;4;2;64;1025;1041;16;13;1054;200;187;169;1391;1443;5;1445;1448;3
2015;1;1;4;2;313;1025;1023;-2;14;1037;125;116;93;641;1110;9;1130;1119;-11
2015;1;1;4;2;184;1025;;;;;225;;;1464;;;1210;;
2015;1;1;4;2;1238;1025;1019;-6;17;1036;205;202;170;1182;1226;15;1250;1241;-9
2015;1;1;4;2;1255;1025;;;;;225;;;1438;;;1210;;
2015;1;1;4;2;1528;1025;1047;22;13;1100;180;171;151;1055;1131;7;1125;1138;13
2015;1;1;4;1;36;1025;1019;-6;10;1029;194;182;168;1399;1517;4;1539;1521;-18
2015;1;1;4;1;62;1025;1014;-11;25;1039;48;59;26;95;1105;8;1113;1113;0
2015;1;1;4;1;537;1025;1017;-8;9;1026;158;146;133;956;1239;4;1303;1243;-20
2015;1;1;4;1;688;1025;1018;-7;13;1031;240;231;204;1739;1555;14;1625;1609;-16
2015;1;1;4;8;626;1025;1019;-6;10;1029;77;76;62;369;1131;4;1142;1135;-7
2015;1;1;4;4;1138;1025;1022;-3;13;1035;101;84;67;432;1142;4;1206;1146;-20
2015;1;1;4;4;2075;1025;1023;-2;11;1034;138;119;105;692;1119;3;1143;1122;-21
2015;1;1;4;10;5343;1025;1020;-5;15;1035;71;62;42;317;1117;5;1136;1122;-14
2015;1;1;4;10;5660;1025;1025;0;18;1043;72;68;45;305;1128;5;1137;1133;-4
2015;1;1;4;10;5978;1025;1019;-6;15;1034;63;50;29;177;1203;6;1228;1209;-19
2015;1;1;4;10;6159;1025;1019;-6;14;1033;98;90;72;403;1145;4;1203;1149;-14
2015;1;1;4;12;111;1025;1044;19;9;1053;129;109;93;680;1126;7;1134;1133;-1
2015;1;1;4;12;214;1025;1018;-7;11;1029;119;138;118;775;1327;9;1324;1336;12
2015;1;1;4;11;2832;1025;;;;;130;;;603;;;1235;;
2015;1;1;4;11;2944;1025;1017;-8;5;1022;65;66;47;227;1109;14;1130;1123;-7
2015;1;1;4;11;3075;1025;1017;-8;14;1031;58;50;33;173;1104;3;1123;1107;-16
2015;1;1;4;11;3094;1025;1052;27;10;1102;198;215;202;1236;1324;3;1243;1327;44
2015;1;1;4;11;3465;1025;1020;-5;8;1028;90;80;66;427;1134;6;1155;1140;-15
2015;1;1;4;10;5107;1025;1021;-4;11;1032;54;44;31;153;1103;2;1119;1105;-14
2015;1;1;4;9;5295;1025;1145;80;11;1156;83;80;66;359;1402;3;1248;1405;77
2015;1;1;4;9;2629;1025;1021;-4;14;1035;115;113;93;710;1308;6;1320;1314;-6
2015;1;1;4;9;5470;1025;1021;-4;12;1033;56;64;30;86;1103;22;1121;1125;4
2015;1;1;4;9;6585;1025;1025;0;22;1047;63;73;45;261;1232;6;1228;1238;10
2015;1;1;4;9;6406;1025;1016;-9;31;1047;95;108;72;451;1159;5;1200;1204;4
2015;1;1;4;6;206;1026;1044;18;14;1058;145;131;114;965;1352;3;1351;1355;4
2015;1;1;4;6;1189;1026;1032;6;16;1048;64;66;41;191;1129;9;1130;1138;8
2015;1;1;4;8;930;1026;1020;-6;11;1031;153;154;139;1074;1250;4;1259;1254;-5
2015;1;1;4;4;2189;1026;1025;-1;8;1033;99;99;84;630;1257;7;1305;1304;-1
2015;1;1;4;10;5165;1026;1024;-2;18;1042;151;144;122;803;1144;4;1157;1148;-9
2015;1;1;4;10;6038;1026;1019;-7;21;1040;99;106;73;466;1153;12;1205;1205;0
2015;1;1;4;10;5677;1027;1022;-5;14;1036;135;143;121;645;1237;8;1242;1245;3
2015;1;1;4;12;934;1027;1026;-1;9;1035;98;81;67;532;1142;5;1205;1147;-18
2015;1;1;4;9;6286;1027;1023;-4;12;1035;85;91;74;262;1149;5;1152;1154;2
2015;1;1;4;6;1244;1028;1028;0;12;1040;313;300;261;2454;1801;27;1841;1828;-13
2015;1;1;4;6;1476;1028;1029;1;18;1047;195;189;167;1325;1434;4;1443;1438;-5
2015;1;1;4;6;1260;1029;1038;9;14;1052;255;242;223;2007;1635;5;1644;1640;-4
2015;1;1;4;2;1281;1029;1032;3;27;1059;330;354;323;2133;1422;4;1359;1426;27
2015;1;1;4;8;395;1029;1019;-10;8;1027;172;164;141;972;1248;15;1321;1303;-18
2015;1;1;4;10;5063;1029;1022;-7;11;1033;73;64;51;331;1124;2;1142;1126;-16
2015;1;1;4;6;225;1030;1036;6;11;1047;241;245;219;1400;1326;15;1331;1341;10
2015;1;1;4;3;629;1030;1023;-7;13;1036;101;101;77;468;1153;11;1211;1204;-7
2015;1;1;4;3;1748;1030;1027;-3;16;1043;87;86;63;280;1146;7;1157;1153;-4
2015;1;1;4;3;1883;1030;;;;;243;;;1927;;;1633;;
2015;1;1;4;3;1890;1030;1023;-7;14;1037;89;76;58;361;1135;4;1159;1139;-20
2015;1;1;4;3;2054;1030;1026;-4;11;1037;94;107;62;366;1139;34;1204;1213;9
2015;1;1;4;6;994;1030;1032;2;13;1045;336;325;297;2565;1842;15;1906;1857;-9
2015;1;1;4;14;187;1030;1030;0;14;1044;395;373;349;2565;1333;10;1405;1343;-22
2015;1;1;4;14;23;1030;1021;-9;20;1041;390;408;381;2586;1402;7;1400;1409;9
2015;1;1;4;13;795;1030;1026;-4;15;1041;110;104;83;545;1204;6;1220;1210;-10
2015;1;1;4;13;1926;1030;1101;31;10;1111;215;193;178;1547;1509;5;1505;1514;9
2015;1;1;4;13;2161;1030;1027;-3;8;1035;70;63;52;337;1227;3;1240;1230;-10
2015;1;1;4;13;4218;1030;1025;-5;9;1034;95;91;74;456;1248;8;1305;1256;-9
2015;1;1;4;13;1652;1030;1026;-4;11;1037;95;83;69;395;1146;3;1205;1149;-16
2015;1;1;4;13;791;1030;1026;-4;17;1043;70;69;48;287;1031;4;1040;1035;-5
2015;1;1;4;13;17;1030;1029;-1;10;1039;60;62;48;239;1127;4;1130;1131;1
2015;1;1;4;13;393;1030;1058;28;11;1109;220;193;178;1620;1607;4;1610;1611;1
2015;1;1;4;13;972;1030;1118;48;12;1130;65;60;40;236;1210;8;1135;1218;43
2015;1;1;4;13;4561;1030;1027;-3;15;1042;110;91;73;397;1155;3;1220;1158;-22
2015;1;1;4;13;789;1030;1028;-2;10;1038;105;103;86;591;1304;7;1315;1311;-4
2015;1;1;4;13;1391;1030;1023;-7;9;1032;80;80;59;468;1231;12;1250;1243;-7
2015;1;1;4;13;384;1030;1047;17;7;1054;150;143;129;990;1403;7;1400;1410;10
2015;1;1;4;13;774;1030;1025;-5;11;1036;115;109;93;838;1309;5;1325;1314;-11
2015;1;1;4;13;4563;1030;1044;14;13;1057;100;85;68;447;1205;4;1210;1209;-1
2015;1;1;4;13;1028;1030;1027;-3;8;1035;120;114;102;727;1217;4;1230;1221;-9
2015;1;1;4;13;808;1030;1028;-2;14;1042;85;87;68;406;1150;5;1155;1155;0
2015;1;1;4;6;1141;1030;1033;3;10;1043;95;79;61;315;1044;8;1105;1052;-13
2015;1;1;4;6;1167;1030;1033;3;14;1047;153;142;113;862;1140;15;1203;1155;-8
2015;1;1;4;6;1247;1030;1031;1;15;1046;132;126;108;861;1334;3;1342;1337;-5
2015;1;1;4;6;1279;1030;1120;50;10;1130;296;283;268;1725;1358;5;1326;1403;37
2015;1;1;4;6;1558;1030;1041;11;16;1057;195;171;147;1400;1424;8;1445;1432;-13
2015;1;1;4;2;119;1030;1035;5;14;1049;500;502;485;3711;1454;3;1450;1457;7
2015;1;1;4;2;43;1030;;;;;150;;;986;;;1400;;
2015;1;1;4;2;179;1030;1024;-6;18;1042;395;388;365;2586;1347;5;1405;1352;-13
2015;1;1;4;2;283;1030;1025;-5;17;1042;365;390;358;2556;1440;15;1435;1455;20
2015;1;1;4;2;1002;1030;;;;;65;;;224;;;1135;;
2015;1;1;4;2;1667;1030;1037;7;8;1045;100;114;77;447;1202;29;1210;1231;21
2015;1;1;4;2;2413;1030;1301;151;13;1314;180;176;147;1235;1741;16;1530;1757;147
2015;1;1;4;1;475;1030;1023;-7;14;1037;164;153;133;954;1250;6;1314;1256;-18
2015;1;1;4;1;656;1030;1023;-7;14;1037;165;162;144;1107;1401;4;1415;1405;-10
2015;1;1;4;1;730;1030;1029;-1;13;1042;252;268;239;1874;1641;16;1642;1657;15
2015;1;1;4;8;518;1030;1025;-5;19;1044;63;65;42;187;1126;4;1133;1130;-3
2015;1;1;4;8;534;1030;1033;3;17;1050;332;322;299;2704;1849;6;1902;1855;-7
2015;1;1;4;4;380;1030;1027;-3;22;1049;165;174;148;1142;1417;4;1415;1421;6
2015;1;1;4;4;1095;1030;1026;-4;13;1039;75;55;38;226;1117;4;1145;1121;-24
2015;1;1;4;4;1223;1030;1030;0;9;1039;97;86;68;448;1147;9;1207;1156;-11
2015;1;1;4;4;1224;1030;1026;-4;12;1038;56;43;29;134;1007;2;1026;1009;-17
2015;1;1;4;4;1963;1030;1026;-4;10;1036;171;160;146;931;1202;4;1221;1206;-15
2015;1;1;4;4;238;1030;1027;-3;8;1035;86;71;58;366;1133;5;1156;1138;-18
2015;1;1;4;10;2515;1030;;;;;60;;;229;;;1130;;
2015;1;1;4;10;4708;1030;1029;-1;9;1038;154;171;148;788;1206;14;1204;1220;16
2015;1;1;4;7;15;1030;1019;-11;18;1037;365;385;356;2614;1433;11;1435;1444;9
2015;1;1;4;11;2759;1030;;;;;90;;;265;;;1100;;
2015;1;1;4;11;3151;1030;1023;-7;16;1039;105;97;71;522;1150;10;1215;1200;-15
2015;1;1;4;11;3164;1030;1027;-3;17;1044;103;97;74;462;1158;6;1213;1204;-9
2015;1;1;4;9;4442;1030;1026;-4;18;1044;100;101;76;546;1300;7;1310;1307;-3
2015;1;1;4;9;5603;1030;1023;-7;24;1047;129;126;95;651;1122;7;1139;1129;-10
2015;1;1;4;9;5177;1030;1134;64;29;1203;209;212;178;1385;1401;5;1259;1406;67
2015;1;1;4;6;1079;1031;1036;5;16;1052;248;215;196;1709;1608;3;1639;1611;-28
2015;1;1;4;6;779;1032;1101;29;13;1114;318;291;265;2475;1839;13;1850;1852;2
2015;1;1;4;4;771;1032;1146;74;9;1155;124;106;90;669;1425;7;1336;1432;56
2015;1;1;4;10;3920;1032;1027;-5;19;1046;67;64;40;216;1126;5;1139;1131;-8
2015;1;1;4;7;508;1032;1025;-7;8;1033;45;50;33;201;1106;9;1117;1115;-2
2015;1;1;4;4;1122;1033;1037;4;29;1106;105;115;80;515;1226;6;1218;1232;14
2015;1;1;4;4;1929;1033;1054;21;19;1113;212;179;156;1047;1349;4;1405;1353;-12
2015;1;1;4;10;4728;1033;1033;0;11;1044;67;72;53;201;1137;8;1140;1145;5
2015;1;1;4;10;5541;1033;1123;50;8;1131;56;45;31;143;1202;6;1129;1208;39
2015;1;1;4;7;331;1033;1112;39;21;1133;51;71;43;216;1216;7;1124;1223;59
2015;1;1;4;9;5184;1033;1031;-2;20;1051;136;124;98;844;1329;6;1349;1335;-14
2015;1;1;4;6;1727;1034;1034;0;11;1045;417;383;364;2704;1349;8;1431;1357;-34
2015;1;1;4;12;574;1034;1026;-8;11;1037;81;87;66;391;1143;10;1155;1153;-2
2015;1;1;4;14;218;1035;1026;-9;11;1037;205;211;194;1504;1551;6;1600;1557;-3
2015;1;1;4;13;119;1035;1031;-4;11;1042;135;113;95;762;1217;7;1250;1224;-26
2015;1;1;4;13;697;1035;1037;2;12;1049;50;45;29;148;1118;4;1125;1122;-3
2015;1;1;4;13;3684;1035;1034;-1;8;1042;275;265;254;1751;1256;3;1310;1259;-11
2015;1;1;4;13;1089;1035;1029;-6;12;1041;100;88;73;369;1154;3;1215;1157;-18
2015;1;1;4;13;397;1035;1057;22;22;1119;365;375;320;2329;1339;33;1340;1412;32
2015;1;1;4;13;851;1035;1038;3;11;1049;180;168;153;920;1222;4;1235;1226;-9
2015;1;1;4;13;1762;1035;1031;-4;12;1043;215;211;195;1218;1258;4;1310;1302;-8
2015;1;1;4;13;3764;1035;1041;6;17;1058;170;165;143;1092;1321;5;1325;1326;1
2015;1;1;4;13;2055;1035;1249;134;8;1257;70;58;46;270;1343;4;1145;1347;122
2015;1;1;4;13;4391;1035;1049;14;9;1058;90;88;63;414;1201;16;1205;1217;12
2015;1;1;4;13;1722;1035;1027;-8;7;1034;230;220;207;1756;1601;6;1625;1607;-18
2015;1;1;4;13;4122;1035;1035;0;16;1051;110;112;89;684;1320;7;1325;1327;2
2015;1;1;4;13;2267;1035;1136;61;6;1142;135;117;106;825;1328;5;1250;1333;43
2015;1;1;4;13;1768;1035;1034;-1;14;1048;195;184;164;1460;1432;6;1450;1438;-12
2015;1;1;4;13;810;1035;1031;-4;13;1044;110;113;95;587;1219;5;1225;1224;-1
2015;1;1;4;13;879;1035;1029;-6;12;1041;175;177;160;1105;1221;5;1230;1226;-4
2015;1;1;4;13;380;1035;1035;0;12;1047;205;195;170;1211;1137;13;1200;1150;-10
2015;1;1;4;13;335;1035;1032;-3;12;1044;75;75;56;342;1140;7;1150;1147;-3
2015;1;1;4;13;1122;1035;1035;0;14;1049;90;79;62;391;1151;3;1205;1154;-11
2015;1;1;4;13;353;1035;1032;-3;8;1040;145;137;125;920;1245;4;1300;1249;-11
2015;1;1;4;13;368;1035;1038;3;16;1054;85;90;71;419;1205;3;1200;1208;8
2015;1;1;4;13;1662;1035;1028;-7;12;1040;65;63;47;325;1227;4;1240;1231;-9
2015;1;1;4;6;1455;1035;1028;-7;14;1042;154;157;134;937;1256;9;1309;1305;-4
2015;1;1;4;2;29;1035;;;;;190;;;1188;;;1145;;
2015;1;1;4;2;96;1035;1051;16;15;1106;115;131;98;550;1244;18;1230;1302;32
2015;1;1;4;2;1265;1035;1033;-2;13;1046;260;243;225;1995;1731;5;1755;1736;-19
2015;1;1;4;2;1343;1035;1033;-2;13;1046;180;193;154;936;1220;26;1235;1246;11
2015;1;1;4;2;1375;1035;1040;5;15;1055;160;165;144;1120;1419;6;1415;1425;10
2015;1;1;4;2;2356;1035;1029;-6;14;1043;280;257;237;1846;1240;6;1315;1246;-29
2015;1;1;4;2;2425;1035;1036;1;22;1058;200;204;173;1235;1151;9;1155;1200;5
2015;1;1;4;1;80;1035;1027;-8;21;1048;207;206;180;1448;1448;5;1502;1453;-9
2015;1;1;4;8;460;1035;1027;-8;13;1040;171;169;152;1173;1312;4;1326;1316;-10
2015;1;1;4;8;1753;1035;1030;-5;14;1044;150;140;123;1046;1347;3;1405;1350;-15
2015;1;1;4;4;936;1035;1033;-2;16;1049;155;150;129;821;1158;5;1210;1203;-7
2015;1;1;4;4;1175;1035;1032;-3;24;1056;151;155;124;981;1400;7;1406;1407;1
2015;1;1;4;4;2511;1035;1028;-7;15;1043;191;167;146;1298;1409;6;1446;1415;-31
2015;1;1;4;4;2607;1035;1029;-6;14;1043;205;165;146;1035;1309;5;1400;1314;-46
2015;1;1;4;4;315;1035;1033;-2;15;1048;213;196;172;1199;1140;9;1208;1149;-19
2015;1;1;4;10;4615;1035;1026;-9;15;1041;126;123;102;748;1323;6;1341;1329;-12
2015;1;1;4;10;5358;1035;1036;1;15;1051;79;73;55;377;1146;3;1154;1149;-5
2015;1;1;4;12;1060;1035;1045;10;20;1105;200;187;157;1440;1442;10;1455;1452;-3
2015;1;1;4;12;1121;1035;1024;-11;10;1034;160;148;131;1025;1245;7;1315;1252;-23
2015;1;1;4;12;1291;1035;1042;7;19;1101;160;163;137;932;1318;7;1315;1325;10
2015;1;1;4;12;244;1035;1033;-2;13;1046;134;158;124;862;1350;21;1349;1411;22
2015;1;1;4;11;2835;1035;;;;;98;;;604;;;1213;;
2015;1;1;4;11;2877;1035;1040;5;25;1105;83;90;60;409;1205;5;1158;1210;12
2015;1;1;4;11;2757;1035;1100;25;18;1118;178;203;179;1118;1317;6;1233;1323;50
2015;1;1;4;11;3274;1035;1030;-5;11;1041;48;40;25;135;1106;4;1123;1110;-13
2015;1;1;4;11;3482;1035;;;;;85;;;364;;;1200;;
2015;1;1;4;9;5335;1035;1025;-10;17;1042;97;99;76;304;1158;6;1212;1204;-8
2015;1;1;4;6;319;1036;1031;-5;10;1041;154;158;140;854;1201;8;1210;1209;-1
2015;1;1;4;10;4711;1036;1026;-10;17;1043;174;182;161;872;1224;4;1230;1228;-2
2015;1;1;4;11;3527;1036;1028;-8;11;1039;100;92;76;530;1255;5;1316;1300;-16
2015;1;1;4;9;5265;1036;1037;1;16;1053;178;184;162;1195;1435;6;1434;1441;7
2015;1;1;4;9;4990;1036;1034;-2;16;1050;114;101;74;588;1204;11;1230;1215;-15
2015;1;1;4;10;3965;1037;1029;-8;15;1044;82;66;45;287;1229;6;1259;1235;-24
2015;1;1;4;8;1274;1038;1039;1;12;1051;101;105;86;636;1217;7;1219;1224;5
2015;1;1;4;10;4199;1038;1035;-3;18;1053;167;152;126;1091;1359;8;1425;1407;-18
2015;1;1;4;5;927;1038;1037;-1;11;1048;157;147;129;1005;1357;7;1415;1404;-11
2015;1;1;4;4;670;1039;1037;-2;13;1050;81;77;59;321;1149;5;1200;1154;-6
2015;1;1;4;3;1808;1040;1036;-4;13;1049;75;66;40;226;1129;13;1155;1142;-13
2015;1;1;4;14;406;1040;1101;21;9;1110;325;312;291;2475;1901;12;1905;1913;8
2015;1;1;4;13;2142;1040;1039;-1;10;1049;190;184;168;1164;1137;6;1150;1143;-7
2015;1;1;4;13;200;1040;1039;-1;11;1050;180;171;155;861;1225;5;1240;1230;-10
2015;1;1;4;13;4990;1040;1034;-6;15;1049;105;111;92;562;1121;4;1125;1125;0
2015;1;1;4;13;1592;1040;1046;6;11;1057;195;183;168;1216;1145;4;1155;1149;-6
2015;1;1;4;13;629;1040;1042;2;11;1053;195;190;174;1506;1547;5;1555;1552;-3
2015;1;1;4;13;480;1040;1040;0;10;1050;50;55;41;187;1131;4;1130;1135;5
2015;1;1;4;13;355;1040;1034;-6;9;1043;120;115;100;795;1423;6;1440;1429;-11
2015;1;1;4;13;342;1040;1035;-5;11;1046;100;92;76;544;1202;5;1220;1207;-13
2015;1;1;4;13;1972;1040;1036;-4;16;1052;90;100;80;460;1212;4;1210;1216;6
2015;1;1;4;13;892;1040;1038;-2;13;1051;85;85;65;436;1156;7;1205;1203;-2
2015;1;1;4;13;2373;1040;1040;0;13;1053;160;159;143;1073;1316;3;1320;1319;-1
2015;1;1;4;13;3739;1040;1039;-1;13;1052;90;82;64;404;1156;5;1210;1201;-9
2015;1;1;4;13;838;1040;1043;3;15;1058;170;173;153;1142;1331;5;1330;1336;6
2015;1;1;4;13;206;1040;1038;-2;13;1051;65;65;50;325;1141;2;1145;1143;-2
2015;1;1;4;13;4564;1040;1040;0;13;1053;75;76;58;362;1151;5;1155;1156;1
2015;1;1;4;13;1448;1040;1036;-4;14;1050;200;182;162;1444;1432;6;1500;1438;-22
2015;1;1;4;13;1974;1040;1041;1;9;1050;90;89;77;480;1207;3;1210;1210;0
2015;1;1;4;13;182;1040;1043;3;15;1058;85;84;65;446;1203;4;1205;1207;2
2015;1;1;4;13;167;1040;1037;-3;11;1048;85;78;63;371;1151;4;1205;1155;-10
2015;1;1;4;13;317;1040;1036;-4;21;1057;165;165;141;986;1118;3;1125;1121;-4
2015;1;1;4;6;1224;1040;1053;13;14;1107;361;357;338;2556;1445;5;1441;1450;9
2015;1;1;4;6;1474;1040;1041;1;17;1058;214;214;186;1464;1604;11;1614;1615;1
2015;1;1;4;2;380;1040;1053;13;11;1104;120;98;84;733;1328;3;1340;1331;-9
2015;1;1;4;2;1289;1040;1038;-2;21;1059;60;70;46;190;1145;3;1140;1148;8
2015;1;1;4;2;1620;1040;1036;-4;10;1046;105;94;80;646;1306;4;1325;1310;-15
2015;1;1;4;1;627;1040;1039;-1;16;1055;133;138;115;763;1250;7;1253;1257;4
2015;1;1;4;1;725;1040;1041;1;10;1051;127;111;97;689;1128;4;1147;1132;-15
2015;1;1;4;1;788;1040;1032;-8;25;1057;290;281;252;2086;1709;4;1730;1713;-17
2015;1;1;4;1;794;1040;1032;-8;16;1048;180;175;154;1180;1422;5;1440;1427;-13
2015;1;1;4;8;152;1040;1044;4;12;1056;166;163;147;1121;1323;4;1326;1327;1
2015;1;1;4;4;823;1040;1037;-3;15;1052;73;59;39;226;1131;5;1153;1136;-17
2015;1;1;4;4;2267;1040;1039;-1;15;1054;293;295;276;1892;1230;4;1233;1234;1
2015;1;1;4;4;2565;1040;1040;0;13;1053;78;77;61;368;1254;3;1258;1257;-1
2015;1;1;4;4;1680;1040;1043;3;17;1100;330;302;277;2139;1237;8;1310;1245;-25
2015;1;1;4;10;2517;1040;;;;;135;;;691;;;1255;;
2015;1;1;4;10;2520;1040;;;;;80;;;354;;;1200;;
2015;1;1;4;10;4378;1040;1041;1;13;1054;111;111;90;667;1324;8;1331;1332;1
2015;1;1;4;10;5069;1040;1035;-5;11;1046;84;77;59;350;1245;7;1304;1252;-12
2015;1;1;4;11;2824;1040;1039;-1;13;1052;75;76;53;285;1145;10;1155;1155;0
2015;1;1;4;11;2954;1040;;;;;138;;;773;;;1158;;
2015;1;1;4;11;2989;1040;1107;27;17;1124;68;67;46;282;1210;4;1148;1214;26
2015;1;1;4;11;3241;1040;;;;;48;;;158;;;1128;;
2015;1;1;4;11;3397;1040;1030;-10;11;1041;46;42;25;125;1106;6;1126;1112;-14
2015;1;1;4;11;3460;1040;1037;-3;10;1047;73;65;52;299;1139;3;1153;1142;-11
2015;1;1;4;11;3656;1040;;;;;58;;;229;;;1138;;
2015;1;1;4;9;5646;1040;1037;-3;31;1108;83;96;59;262;1207;6;1203;1213;10
2015;1;1;4;9;6283;1040;1038;-2;57;1135;215;263;199;1499;1654;7;1615;1701;46
2015;1;1;4;9;5260;1040;1037;-3;16;1053;66;62;42;158;1135;4;1146;1139;-7
2015;1;1;4;9;2632;1040;1039;-1;12;1051;50;41;22;67;1113;7;1130;1120;-10
2015;1;1;4;9;3468;1040;1057;17;14;1111;180;182;164;1368;1555;4;1540;1559;19
2015;1;1;4;9;6380;1040;1039;-1;25;1104;96;108;80;522;1324;3;1316;1327;11
2015;1;1;4;9;6327;1040;1108;28;19;1127;55;55;31;109;1158;5;1135;1203;28
2015;1;1;4;9;6415;1040;1044;4;17;1101;120;108;86;624;1227;5;1240;1232;-8
2015;1;1;4;6;1192;1041;1048;7;11;1059;203;194;177;1506;1556;6;1604;1602;-2
2015;1;1;4;6;1747;1041;1042;1;11;1053;175;171;151;1085;1324;9;1336;1333;-3
2015;1;1;4;10;5903;1041;1036;-5;12;1048;109;100;77;552;1205;11;1230;1216;-14
2015;1;1;4;7;157;1041;1035;-6;8;1043;36;36;23;100;1106;5;1117;1111;-6
2015;1;1;4;9;5367;1041;1035;-6;9;1044;89;75;57;363;1141;9;1210;1150;-20
2015;1;1;4;9;6253;1041;1051;10;18;1109;59;56;31;125;1140;7;1140;1147;7
2015;1;1;4;9;5625;1042;1036;-6;7;1043;105;90;79;329;1202;4;1227;1206;-21
2015;1;1;4;8;971;1042;1105;23;9;1114;192;156;143;1076;1337;4;1354;1341;-13
2015;1;1;4;10;4174;1042;1040;-2;28;1108;67;81;45;223;1053;8;1049;1101;12
2015;1;1;4;5;138;1042;1034;-8;11;1045;128;122;107;852;1232;4;1250;1236;-14
2015;1;1;4;9;5540;1042;1205;83;14;1219;120;111;87;639;1346;10;1242;1356;74
2015;1;1;4;6;239;1043;1326;163;21;1347;262;259;221;1846;1928;17;1705;1945;160
2015;1;1;4;6;1456;1043;1041;-2;11;1052;155;147;123;895;1255;13;1318;1308;-10
2015;1;1;4;5;639;1043;1043;0;8;1051;158;144;131;983;1302;5;1321;1307;-14
2015;1;1;4;9;5198;1043;1038;-5;36;1114;83;90;48;224;1102;6;1106;1108;2
2015;1;1;4;4;2359;1044;1038;-6;10;1048;142;141;126;879;1254;5;1306;1259;-7
2015;1;1;4;10;4415;1044;1043;-1;11;1054;129;117;99;851;1333;7;1353;1340;-13
2015;1;1;4;9;5582;1044;1038;-6;11;1049;67;61;43;177;1032;7;1051;1039;-12
2015;1;1;4;9;5654;1045;1041;-4;11;1052;86;80;59;250;1151;10;1211;1201;-10
2015;1;1;4;6;392;1045;1044;-1;23;1107;96;97;69;414;1216;5;1221;1221;0
2015;1;1;4;3;2030;1045;1042;-3;10;1052;121;119;107;742;1239;2;1246;1241;-5
2015;1;1;4;6;435;1045;1046;1;15;1101;230;222;204;1735;1625;3;1635;1628;-7
2015;1;1;4;6;589;1045;1043;-2;12;1055;177;179;153;925;1328;14;1342;1342;0
2015;1;1;4;6;662;1045;1043;-2;13;1056;226;226;210;1589;1626;3;1631;1629;-2
2015;1;1;4;14;766;1045;1039;-6;15;1054;190;183;160;1381;1434;8;1455;1442;-13
2015;1;1;4;13;2605;1045;1046;1;9;1055;165;161;150;928;1225;2;1230;1227;-3
2015;1;1;4;13;473;1045;1046;1;19;1105;115;118;89;581;1234;10;1240;1244;4
2015;1;1;4;13;987;1045;1042;-3;9;1051;145;139;119;986;1450;11;1510;1501;-9
2015;1;1;4;13;2261;1045;1040;-5;14;1054;160;160;142;1011;1316;4;1325;1320;-5
